"file_path","format_magick","width","height","colorspace","filesize_mb","valid_image"
"D:/Alliance/RDM/CUR_Res_CurationTools/data/Inspect_Images/CHIRPS_precipitation_1981-01-01.tif","TIFF",110,164,"Gray",0,TRUE
"D:/Alliance/RDM/CUR_Res_CurationTools/data/Inspect_Images/CHIRPS_precipitation_1981-01-03.tif","TIFF",110,164,"Gray",0.01,TRUE
"D:/Alliance/RDM/CUR_Res_CurationTools/data/Inspect_Images/CHIRTS_maximum_temperature_1983-01-07.tif","TIFF",110,164,"Gray",0.03,TRUE
"D:/Alliance/RDM/CUR_Res_CurationTools/data/Inspect_Images/CHIRTS_maximum_temperature_1983-01-09.tif","TIFF",110,164,"Gray",0.03,TRUE
