"FileName","SheetName","Dimensions","HeaderPreview","IsMacro","HiddenSheets","Format","LikelyNonTabular","Status"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S8j","67 x 3","Figure S8j |  | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S8l","8 x 3","Figure S8l |  | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S8m","8 x 3","Figure S8m |  | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S8n","0 x 1","Figure S8n",FALSE,"Unknown (Legacy)","XML (Modern)",TRUE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S8o","8 x 3","Figure S8o |  | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S8p","15 x 18","Figure S8p |  |  |  |  ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S9a","0 x 1","Figure S9a",FALSE,"Unknown (Legacy)","XML (Modern)",TRUE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S9b","7 x 2","Figure S9b | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S9d","0 x 1","Figure S9d",FALSE,"Unknown (Legacy)","XML (Modern)",TRUE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S9e","0 x 1","Figure S9e",FALSE,"Unknown (Legacy)","XML (Modern)",TRUE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S9f","5 x 2","Figure S9f | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S10b","0 x 1","Figure S10b",FALSE,"Unknown (Legacy)","XML (Modern)",TRUE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S10c","0 x 1","Figure S10c",FALSE,"Unknown (Legacy)","XML (Modern)",TRUE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S10d","0 x 1","Figure S10d",FALSE,"Unknown (Legacy)","XML (Modern)",TRUE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S10e","5 x 2","Figure S10e | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S10f","0 x 1","Figure S10f",FALSE,"Unknown (Legacy)","XML (Modern)",TRUE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S11b","5 x 2","Figure S11b | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S11c","5 x 2","Figure S11c | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S11d","0 x 1","Figure S11d",FALSE,"Unknown (Legacy)","XML (Modern)",TRUE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S11e","8 x 8","Figure S11e |  |  |  |  ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S11f","8 x 8","Figure S11f |  |  |  |  ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S11g","8 x 2","Figure S11g | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S11i","7 x 2","Figure S11i | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S11j","7 x 17","Figure S11j |  |  |  |  ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S12a","0 x 1","Figure S12a",FALSE,"Unknown (Legacy)","XML (Modern)",TRUE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S12b","11 x 3","Figure S12b |  | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S12c","11 x 3","Figure S12c |  | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S12d","11 x 3","Figure S12d |  | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S12e","0 x 1","Figure S12e",FALSE,"Unknown (Legacy)","XML (Modern)",TRUE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S12f","8 x 3","Figure S12f |  | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S12g","8 x 3","Figure S12g |  | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S12h","15 x 15","Figure S12h |  |  |  |  ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S12i","8 x 3","Figure S12i |  | ",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S12j","0 x 1","Figure S12j",FALSE,"Unknown (Legacy)","XML (Modern)",TRUE,"Success"
"41467_2025_65141_MOESM4_ESM.xlsx","Figure S12k","11 x 18","Figure S12k |  |  |  |  ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","Figure2a","140 x 4","Class | Variable | Pval | Corr",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","Figure2c","49 x 23","Subj | BNSTtheta | BNSTalpha | BNSTlbeta | BNSThbeta ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","Figure3a","8 x 4","GC | Imp | r | P",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","Figure3c","17 x 28","Subj | HAMA | HAMD | MADRS | DARS ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","Figure4a","28 x 4","Stage | HAMD | BNST.θ | Subj",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","Figure4b","18 x 7","Stim | Subj | Theta | Alpha | lBeta ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","Figure4c","110 x 4","Anxiety VAS | BNST.θ | Mood VAS | Subj",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","ExtendedFig1b","17 x 6","Subj | BNSTtoEEGGC.θ | EEGtoBNSTGC.θ | BNSTtheta | eegtheta ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","ExtendedFig2","26 x 17","Medical NO. | HAMA-Bs | HAMD-Bs | MADRS-Bs | DARS-Bs ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","ExtendedFig3a","140 x 4","Class | Variable | Pval | Corr",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","ExtendedFig3c","44 x 9","Subj | BNSTtheta | EEGtheta | EEGBNSTtheta | HAMA ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","ExtendedFig4a","36 x 5","r | Scale | Time | p | fdr_p",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","ExtendedFig4b","26 x 13","Medical NO. | Bias | EEG-BNST theta | Theta | WHOmean_3M ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
"41467_2025_65179_MOESM4_ESM.xlsx","ExtendedFig5c","420 x 6","Improvement | Channel | Class | Variable | Pval ...",FALSE,"Unknown (Legacy)","XML (Modern)",FALSE,"Success"
