"FileName","id","name","length","unlim","coord_dim","active","start","count"
"./data/FileChecks_Extensions/Guyana_t2m_ERA5_1km_NearestNeighbour_Daily_19520201.nc",0,"time",1,FALSE,TRUE,TRUE,1,1
"./data/FileChecks_Extensions/Guyana_t2m_ERA5_1km_NearestNeighbour_Daily_19520201.nc",1,"lat",822,FALSE,TRUE,TRUE,1,822
"./data/FileChecks_Extensions/Guyana_t2m_ERA5_1km_NearestNeighbour_Daily_19520201.nc",2,"lon",549,FALSE,TRUE,TRUE,1,549
"./data/FileChecks_Images/Guyana_t2m_ERA5_1km_NearestNeighbour_Daily_19520201.nc",0,"time",1,FALSE,TRUE,TRUE,1,1
"./data/FileChecks_Images/Guyana_t2m_ERA5_1km_NearestNeighbour_Daily_19520201.nc",1,"lat",822,FALSE,TRUE,TRUE,1,822
"./data/FileChecks_Images/Guyana_t2m_ERA5_1km_NearestNeighbour_Daily_19520201.nc",2,"lon",549,FALSE,TRUE,TRUE,1,549
"./data/FileOpen_nc/Averaged_exceedance_TP_p99p0_ERA5.nc",0,"longitude",521,FALSE,TRUE,TRUE,1,521
"./data/FileOpen_nc/Averaged_exceedance_TP_p99p0_ERA5.nc",1,"latitude",201,FALSE,TRUE,TRUE,1,201
"./data/FileOpen_nc/Averaged_exceedance_TP_p99p0_ERA5.nc",2,"season",4,FALSE,FALSE,TRUE,1,4
"./data/FileOpen_nc/Geopotential_orography.nc",0,"longitude",521,FALSE,TRUE,TRUE,1,521
"./data/FileOpen_nc/Geopotential_orography.nc",1,"latitude",201,FALSE,TRUE,TRUE,1,201
"./data/FileOpen_nc/Geopotential_orography.nc",2,"time",1,FALSE,TRUE,TRUE,1,1
"./data/FileOpen_nc/TPp99p0_2001_2020_ERA5.nc",0,"latitude",201,FALSE,TRUE,TRUE,1,201
"./data/FileOpen_nc/TPp99p0_2001_2020_ERA5.nc",1,"longitude",521,FALSE,TRUE,TRUE,1,521
"./data/FileOpen_nc/TPp99p0_2001_2020_IMERG.nc",0,"longitude",1301,FALSE,TRUE,TRUE,1,1301
"./data/FileOpen_nc/TPp99p0_2001_2020_IMERG.nc",1,"latitude",351,FALSE,TRUE,TRUE,1,351
"./data/FileOpen_nc/TPp99p0_2001_2020_IMERG025grid.nc",0,"lon",521,FALSE,TRUE,TRUE,1,521
"./data/FileOpen_nc/TPp99p0_2001_2020_IMERG025grid.nc",1,"lat",141,FALSE,TRUE,TRUE,1,141
"./data/FileOpen_nc/WSp99p0_2001_2020_ERA5.nc",0,"latitude",201,FALSE,TRUE,TRUE,1,201
"./data/FileOpen_nc/WSp99p0_2001_2020_ERA5.nc",1,"longitude",521,FALSE,TRUE,TRUE,1,521
