"FileName","Dimensions","BitDepth","Compression","ColorSpace","Resolution","FileSize_MB","Status"
"KL27_14D_KO_CD31.tif","1936 x 1460","Unknown","Unknown","Gray","2x2 DPI",3.59,"Success"
"Td014_7D_MCAO_L1_Str_Pdgfr.tif","2048 x 2048","Unknown","Unknown","Gray","26x26 DPI",4,"Success"
"Td014_7D_MCAO_L1_Str_Pdgfr_object2.tif","2048 x 2048","Unknown","Unknown","Gray","1x1 DPI",4,"Success"
"Td62_7D_MCAO_Str_CD31.tif","2048 x 2048","Unknown","Unknown","Gray","6x6 DPI",4,"Success"
"Td63_7D_MCAO_Ctx_CD31.tif","2048 x 2048","Unknown","Unknown","Gray","6x6 DPI",4,"Success"
"Td78_3D_MCAO_Str_Ki67.tif","2048 x 2048","Unknown","Unknown","Gray","6x6 DPI",4,"Success"
