"FileName","Pages","Author","Title","Creator","Created","HasText","FirstPageChars","Fonts","Status"
"20230724_alder25_m3m_report.pdf",7,"Unknown","Unknown","Unknown","2024-05-18 00:32:59",TRUE,57,"Tahoma-0-75, Tahoma-0-50","Success"
"example_1004.pdf",1,"Unknown","Unknown","Matplotlib v3.5.1, https://matplotlib.org","2024-09-28 14:44:25",FALSE,0,"","Success"
"Oil_capacity_codebook.pdf",4,"Unknown","Oil_capacity_codebook","TextEdit","2025-08-18 19:09:20",TRUE,2883,"AAAAAB+Times-Roman, AAAAAC+Courier, AAAAAD+Times-Bold","Success"
"Oil_Transfer_Facilities_codebook.pdf",1,"Unknown","Oil_Transfer_Facilities_codebook","TextEdit","2025-08-18 19:09:33",TRUE,1982,"AAAAAB+Times-Bold, AAAAAC+Times-Roman","Success"
"Past_Spill_Events_and_Vessel_Info_codebook.pdf",2,"Unknown","Past_Spill_Events_and_Vessel_Info_codebook","TextEdit","2025-08-18 19:10:00",TRUE,2819,"AAAAAB+Times-Bold, AAAAAC+Times-Roman, AAAAAD+Courier","Success"
"Spill_event_probability_codebook.pdf",1,"Unknown","Spill_event_probability_codebook","TextEdit","2025-08-18 19:10:16",TRUE,814,"AAAAAB+Times-Bold, AAAAAC+Times-Roman","Success"
