"FileName","ObjectName","ObjectType","Dimensions","DataType","Attributes","Status"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_20/batch_normalization_20/moving_mean:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_20/batch_normalization_20/moving_variance:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_21",H5I_GROUP,"","","weight_names","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_21/batch_normalization_21",H5I_GROUP,"","","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_21/batch_normalization_21/beta:0",H5I_DATASET,"48","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_21/batch_normalization_21/moving_mean:0",H5I_DATASET,"48","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_21/batch_normalization_21/moving_variance:0",H5I_DATASET,"48","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_22",H5I_GROUP,"","","weight_names","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_22/batch_normalization_22",H5I_GROUP,"","","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_22/batch_normalization_22/beta:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_22/batch_normalization_22/moving_mean:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_22/batch_normalization_22/moving_variance:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_23",H5I_GROUP,"","","weight_names","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_23/batch_normalization_23",H5I_GROUP,"","","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_23/batch_normalization_23/beta:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_23/batch_normalization_23/moving_mean:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_23/batch_normalization_23/moving_variance:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_24",H5I_GROUP,"","","weight_names","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_24/batch_normalization_24",H5I_GROUP,"","","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_24/batch_normalization_24/beta:0",H5I_DATASET,"96","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_24/batch_normalization_24/moving_mean:0",H5I_DATASET,"96","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_24/batch_normalization_24/moving_variance:0",H5I_DATASET,"96","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_25",H5I_GROUP,"","","weight_names","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_25/batch_normalization_25",H5I_GROUP,"","","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_25/batch_normalization_25/beta:0",H5I_DATASET,"96","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_25/batch_normalization_25/moving_mean:0",H5I_DATASET,"96","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_25/batch_normalization_25/moving_variance:0",H5I_DATASET,"96","H5T_IEEE_F32LE","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_26",H5I_GROUP,"","","weight_names","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_26/batch_normalization_26",H5I_GROUP,"","","","Success"
"model-134-wire-e8e71fc090141d7c6fb334359152d295.hdf5","model_weights/batch_normalization_26/batch_normalization_26/beta:0",H5I_DATASET,"64","H5T_IEEE_F32LE","","Success"
